StudentID,Year,Branch,Gender,CGPA,Backlogs,Internships,Projects,Certifications,AptitudeScore,CommunicationSkill,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,Salary_INR,CompanyName,JobCity
765,2021,CSE,Female,6.65,0,1,1,3,59,Average,Yes,55,92,Placed,831450.0,Amazon,Gurugram
766,2021,ME,Female,5.77,0,3,2,1,48,Good,Yes,61,95,Placed,796420.0,Flipkart,Noida
767,2023,EE,Male,7.06,0,0,3,3,40,Average,Yes,61,83,Placed,653495.0,Capgemini,Chennai
768,2022,IT,Female,8.21,1,1,2,2,97,Average,No,62,60,Placed,744936.0,Paytm,Hyderabad
769,2022,ECE,Male,7.85,1,2,2,2,42,Average,Yes,73,72,Not Placed,,,
770,2021,IT,Male,8.55,0,1,0,4,60,Good,No,71,89,Placed,796155.0,Mphasis,Noida
771,2021,CSE,Male,6.96,0,0,0,1,62,Excellent,Yes,65,81,Placed,786936.0,HCL,Mumbai
772,2024,IT,Male,6.18,0,1,1,1,48,Excellent,No,95,59,Not Placed,,,
773,2023,CSE,Male,8.4,0,1,2,1,93,Average,Yes,65,61,Placed,807247.0,Zomato,Mumbai
774,2023,ECE,Female,6.92,0,2,1,1,58,Good,No,92,64,Not Placed,,,
775,2021,EE,Female,6.09,0,2,1,1,84,Excellent,No,95,64,Placed,776410.0,Infosys,Chennai
776,2024,CSE,Female,7.9,0,1,2,2,94,Average,Yes,56,82,Placed,793397.0,Hexaware,Bangalore
777,2024,CSE,Female,8.36,2,3,2,1,85,Good,Yes,58,90,Placed,937894.0,TCS,Chennai
778,2022,EE,Male,7.41,0,1,2,1,91,Good,No,82,64,Placed,720427.0,L&T Infotech,Chennai
779,2022,EE,Female,7.18,0,0,1,1,58,Average,Yes,87,89,Not Placed,,,
780,2024,CE,Male,7.07,0,0,0,1,62,Good,Yes,65,89,Placed,609394.0,Cognizant,Mumbai
781,2022,CE,Male,6.9,2,1,4,1,66,Poor,Yes,57,91,Not Placed,,,
782,2021,ME,Male,6.12,1,0,1,2,66,Good,No,94,74,Not Placed,,,
783,2024,CSE,Male,7.3,0,3,3,0,78,Average,No,59,67,Placed,764130.0,L&T Infotech,Delhi
784,2022,ECE,Male,7.86,1,2,3,4,75,Average,Yes,75,65,Placed,820795.0,HCL,Bangalore
785,2023,CSE,Male,8.03,0,0,3,1,51,Average,Yes,76,73,Placed,688618.0,Zomato,Noida
786,2024,IT,Male,7.92,1,1,1,3,94,Excellent,No,91,82,Placed,813357.0,Accenture,Pune
787,2024,ME,Female,6.4,1,1,3,0,66,Good,No,65,92,Not Placed,,,
788,2023,ECE,Male,7.37,0,3,3,2,85,Good,No,76,58,Placed,813680.0,Hexaware,Chennai
789,2021,ECE,Male,5.98,1,2,2,2,73,Good,Yes,95,91,Not Placed,,,
790,2023,BioTech,Male,7.34,0,1,1,3,72,Good,Yes,67,73,Placed,724051.0,Paytm,Delhi
791,2024,CSE,Female,8.8,0,2,1,2,67,Average,Yes,57,91,Placed,888450.0,Wipro,Noida
792,2021,ME,Male,6.02,0,1,1,4,70,Good,No,67,68,Not Placed,,,
793,2022,ME,Male,6.73,1,1,2,2,71,Average,Yes,82,85,Not Placed,,,
794,2022,ME,Male,7.46,0,0,2,2,89,Average,Yes,65,82,Placed,673634.0,Infosys,Noida
795,2022,CSE,Male,8.68,0,0,1,3,59,Good,Yes,65,90,Placed,782272.0,TCS,Gurugram
796,2024,IT,Male,7.49,1,1,2,2,79,Average,Yes,75,92,Not Placed,,,
797,2023,IT,Male,7.32,0,0,1,2,74,Average,No,75,73,Placed,820339.0,Wipro,Delhi
798,2021,ME,Male,5.62,0,0,2,1,70,Good,Yes,61,96,Placed,654590.0,Amazon,Noida
799,2022,CE,Male,7.28,0,1,3,3,97,Good,No,71,55,Placed,722408.0,Amazon,Mumbai
800,2021,IT,Male,9.23,0,0,1,1,70,Good,No,68,77,Placed,833245.0,HCL,Noida
801,2024,CE,Female,7.42,0,1,1,2,77,Good,Yes,87,82,Placed,806945.0,TCS,Delhi
802,2022,CSE,Male,7.78,0,1,1,0,61,Good,No,65,58,Placed,784348.0,Accenture,Gurugram
803,2024,ME,Male,7.46,3,3,2,1,84,Good,No,67,95,Placed,918117.0,Mphasis,Hyderabad
804,2023,ME,Male,7.19,1,1,2,2,80,Average,No,55,72,Placed,771037.0,Amazon,Hyderabad
805,2024,ECE,Female,6.93,0,0,4,2,48,Average,Yes,88,93,Placed,741754.0,Tech Mahindra,Noida
806,2024,EE,Male,8.08,0,1,1,1,91,Good,Yes,63,79,Placed,797686.0,Hexaware,Hyderabad
807,2023,IT,Male,7.96,0,2,4,1,48,Average,Yes,67,72,Placed,776227.0,Hexaware,Mumbai
808,2021,IT,Female,7.81,1,3,0,1,54,Excellent,No,91,60,Placed,920669.0,Mindtree,Chennai
809,2023,ECE,Male,6.82,0,1,2,2,52,Excellent,No,84,73,Placed,803052.0,Mindtree,Pune
810,2023,CSE,Male,8.71,0,1,0,1,61,Average,No,95,66,Placed,753013.0,Wipro,Hyderabad
811,2024,BioTech,Male,7.73,2,2,3,2,55,Poor,Yes,91,79,Placed,591057.0,Paytm,Chennai
812,2021,IT,Female,7.41,0,0,2,2,71,Poor,Yes,61,89,Placed,608250.0,Mphasis,Delhi
813,2022,CSE,Male,8.5,0,1,2,4,41,Average,Yes,68,55,Placed,773161.0,Cognizant,Chennai
814,2023,IT,Female,7.45,2,1,3,0,65,Average,Yes,60,59,Placed,672180.0,HCL,Pune
815,2021,IT,Female,7.25,1,0,1,0,53,Good,No,88,55,Placed,690875.0,Capgemini,Chennai
816,2023,ME,Male,6.59,0,1,0,2,98,Excellent,Yes,70,62,Not Placed,,,
817,2023,ME,Male,5.78,1,0,3,2,77,Good,Yes,91,93,Placed,703833.0,Accenture,Pune
818,2023,ECE,Male,7.83,0,1,1,0,73,Average,Yes,90,97,Placed,825045.0,Wipro,Pune
819,2023,CSE,Male,6.52,1,3,1,3,47,Average,Yes,60,72,Placed,782360.0,Zomato,Gurugram
820,2024,ECE,Male,6.64,0,0,2,1,75,Good,Yes,62,63,Placed,658402.0,Flipkart,Delhi
821,2021,EE,Female,6.05,1,2,2,1,60,Excellent,Yes,78,59,Placed,830277.0,Mindtree,Pune
822,2021,CSE,Female,7.74,3,0,0,1,95,Excellent,Yes,57,58,Placed,750224.0,Flipkart,Hyderabad
823,2021,ECE,Female,7.39,2,1,1,3,85,Excellent,Yes,58,83,Placed,778710.0,Zomato,Gurugram
824,2023,ECE,Male,7.27,2,0,0,1,82,Good,Yes,86,55,Placed,707923.0,L&T Infotech,Mumbai
825,2024,ME,Female,6.37,0,3,2,1,95,Good,No,55,84,Placed,798916.0,Infosys,Delhi
826,2023,IT,Female,6.98,0,2,3,1,67,Average,Yes,88,55,Not Placed,,,
827,2023,ECE,Female,7.83,0,1,4,2,85,Good,No,63,57,Placed,746272.0,Paytm,Hyderabad
828,2021,ECE,Male,7.11,1,2,2,3,83,Average,No,66,76,Not Placed,,,
829,2023,EE,Female,7.72,2,1,1,1,87,Good,Yes,64,62,Placed,772618.0,L&T Infotech,Gurugram
830,2022,ECE,Male,6.88,0,3,3,1,45,Good,No,64,72,Placed,794364.0,Flipkart,Bangalore
831,2023,CSE,Male,7.93,2,1,2,1,59,Average,Yes,77,79,Placed,825459.0,Infosys,Delhi
832,2022,ECE,Male,8.41,1,2,1,2,70,Poor,No,60,74,Placed,766232.0,L&T Infotech,Hyderabad
833,2023,CSE,Female,8.21,3,1,3,1,72,Poor,No,78,85,Placed,716458.0,Wipro,Noida
834,2024,CSE,Female,7.51,2,0,3,3,83,Poor,No,78,84,Not Placed,,,
835,2024,ECE,Male,7.68,0,1,2,0,46,Poor,Yes,75,70,Placed,622182.0,Flipkart,Bangalore
836,2021,ECE,Male,7.33,0,0,2,0,47,Average,Yes,96,56,Placed,636356.0,Flipkart,Chennai
837,2023,IT,Male,7.81,0,1,1,0,48,Average,Yes,85,71,Placed,689360.0,Mindtree,Gurugram
838,2022,ECE,Male,7.27,0,1,1,3,41,Average,Yes,95,64,Placed,717734.0,Paytm,Pune
839,2022,ME,Male,7.07,1,1,2,2,56,Excellent,No,84,61,Not Placed,,,
840,2023,CE,Male,7.37,1,0,1,4,91,Average,Yes,88,96,Placed,670193.0,Infosys,Gurugram
841,2022,CSE,Female,7.1,2,0,2,1,84,Average,Yes,72,63,Not Placed,,,
842,2024,CE,Male,6.39,1,1,3,1,76,Good,No,66,71,Placed,653694.0,HCL,Delhi
843,2022,CSE,Male,6.83,0,3,3,2,81,Excellent,Yes,89,63,Placed,957579.0,Wipro,Pune
844,2021,BioTech,Male,5.92,0,1,2,2,83,Good,No,61,63,Placed,718131.0,Infosys,Chennai
845,2024,CSE,Female,6.95,0,1,3,2,56,Average,No,95,91,Placed,616226.0,Flipkart,Gurugram
846,2024,ECE,Female,7.61,0,1,3,1,92,Good,Yes,94,78,Placed,787593.0,Paytm,Pune
847,2024,CSE,Female,7.18,0,1,2,0,77,Good,Yes,79,93,Placed,825797.0,Mphasis,Delhi
848,2023,BioTech,Male,7.61,0,0,1,0,74,Good,Yes,60,65,Placed,672391.0,L&T Infotech,Noida
849,2023,ME,Male,7.23,0,1,1,2,99,Good,Yes,55,62,Placed,805597.0,Amazon,Delhi
850,2024,ME,Male,5.63,0,0,1,2,86,Excellent,No,70,79,Not Placed,,,
851,2023,CSE,Female,8.26,1,3,1,3,78,Excellent,No,58,56,Placed,865369.0,Infosys,Delhi
852,2022,EE,Female,8.07,0,0,1,1,69,Good,Yes,83,64,Placed,756469.0,Wipro,Delhi
853,2023,CSE,Female,7.1,0,1,1,3,45,Good,Yes,92,78,Placed,790565.0,HCL,Noida
854,2023,IT,Female,8.09,0,0,2,1,43,Good,Yes,82,70,Placed,738679.0,L&T Infotech,Mumbai
855,2024,CSE,Female,7.2,3,0,3,0,90,Excellent,Yes,76,73,Placed,756782.0,Cognizant,Delhi
856,2021,CSE,Male,7.87,0,2,1,4,76,Poor,Yes,62,85,Placed,715331.0,Wipro,Pune
857,2021,CSE,Female,6.91,0,0,2,2,74,Excellent,Yes,86,65,Placed,770724.0,Mphasis,Mumbai
858,2021,ECE,Male,6.24,1,0,2,2,97,Average,Yes,87,60,Placed,671179.0,Hexaware,Pune
859,2022,ME,Male,6.89,0,1,0,2,96,Good,Yes,67,60,Placed,835297.0,Wipro,Mumbai
860,2023,CSE,Male,7.71,2,0,3,1,48,Excellent,Yes,81,86,Placed,804870.0,Ola,Noida
861,2021,EE,Male,7.22,0,0,2,2,45,Average,No,72,93,Placed,643967.0,Mindtree,Pune
862,2024,ECE,Male,6.67,0,2,1,3,52,Good,No,72,67,Placed,745965.0,Paytm,Hyderabad
863,2021,ME,Male,6.88,0,2,3,1,98,Average,Yes,67,57,Placed,759302.0,Amazon,Delhi
864,2021,ECE,Male,7.69,1,2,1,2,61,Average,Yes,76,95,Placed,674691.0,TCS,Delhi
865,2023,ECE,Male,7.47,0,2,2,2,67,Average,Yes,68,89,Placed,842494.0,L&T Infotech,Pune
866,2023,ME,Male,7.35,0,1,0,1,69,Average,Yes,65,92,Placed,624718.0,IBM,Delhi
867,2023,CSE,Male,7.33,0,0,3,1,91,Average,Yes,93,71,Placed,774348.0,Zomato,Chennai
868,2022,CSE,Male,8.62,0,2,2,0,75,Excellent,No,76,57,Placed,942352.0,Tech Mahindra,Pune
869,2022,IT,Male,6.98,0,2,2,2,41,Excellent,Yes,90,88,Placed,842901.0,Cognizant,Hyderabad
870,2021,BioTech,Female,7.59,1,2,1,3,97,Average,Yes,71,66,Placed,730008.0,L&T Infotech,Hyderabad
871,2023,ECE,Female,8.33,1,1,2,2,75,Good,Yes,86,78,Placed,742511.0,Paytm,Bangalore
872,2021,CSE,Female,8.14,0,0,3,1,47,Poor,No,68,60,Placed,884161.0,Mindtree,Pune
873,2024,CE,Female,7.04,0,2,2,2,84,Poor,No,96,96,Placed,672725.0,Hexaware,Pune
874,2024,ECE,Male,7.13,1,1,2,3,81,Average,Yes,83,65,Placed,736372.0,Accenture,Pune
875,2023,CSE,Female,8.53,0,3,2,1,89,Excellent,Yes,60,81,Placed,1009031.0,Accenture,Gurugram
876,2023,CSE,Male,6.8,0,0,3,3,48,Excellent,Yes,58,78,Placed,755942.0,Infosys,Noida
877,2024,CE,Male,6.42,0,0,2,2,40,Average,Yes,65,72,Placed,496877.0,Mphasis,Chennai
878,2023,CE,Female,6.88,1,0,3,0,52,Average,Yes,94,81,Not Placed,,,
879,2022,CSE,Male,8.67,2,2,3,1,89,Average,Yes,64,95,Not Placed,,,
880,2022,CSE,Female,8.07,1,0,2,2,54,Good,Yes,82,75,Placed,731282.0,Flipkart,Mumbai
881,2023,CSE,Female,7.12,0,0,1,2,71,Good,Yes,65,88,Placed,707382.0,Flipkart,Chennai
882,2024,CE,Female,6.95,0,3,2,3,73,Average,Yes,89,87,Placed,741876.0,Ola,Chennai
883,2021,CSE,Female,7.37,2,0,3,2,82,Good,No,69,72,Placed,728285.0,L&T Infotech,Gurugram
884,2023,CSE,Male,7.3,0,2,1,1,70,Average,Yes,62,57,Not Placed,,,
885,2023,EE,Male,8.19,3,1,2,1,53,Excellent,No,74,78,Placed,735845.0,IBM,Delhi
886,2021,CSE,Male,6.84,2,2,3,2,93,Good,Yes,75,55,Placed,933057.0,Flipkart,Gurugram
887,2023,CE,Male,8.49,0,1,1,1,86,Good,Yes,55,60,Placed,798756.0,L&T Infotech,Noida
888,2021,CSE,Female,8.38,2,2,2,2,53,Good,Yes,83,73,Placed,850597.0,Paytm,Noida
889,2024,CSE,Female,8.56,0,2,1,1,87,Excellent,No,78,76,Placed,978479.0,Accenture,Chennai
890,2022,CSE,Female,7.48,1,0,1,0,94,Average,Yes,84,97,Placed,800075.0,Cognizant,Mumbai
891,2024,EE,Male,7.4,0,0,3,1,68,Average,Yes,94,62,Placed,703480.0,Infosys,Gurugram
892,2022,IT,Male,6.8,0,0,0,1,86,Excellent,Yes,89,59,Not Placed,,,
893,2021,IT,Male,7.43,1,1,1,2,58,Average,Yes,87,63,Not Placed,,,
894,2022,ECE,Male,7.85,1,2,3,1,66,Poor,No,74,75,Placed,839006.0,Mphasis,Hyderabad
895,2024,CE,Female,8.24,0,1,1,3,48,Good,Yes,70,82,Placed,820611.0,Paytm,Hyderabad
896,2022,CSE,Male,7.02,0,1,4,2,76,Excellent,Yes,63,58,Placed,778812.0,L&T Infotech,Hyderabad
897,2021,CSE,Male,7.54,0,0,4,1,76,Good,Yes,85,78,Placed,789402.0,Accenture,Mumbai
898,2022,IT,Male,7.69,0,2,1,1,82,Excellent,No,71,62,Placed,958706.0,Flipkart,Pune
899,2023,CSE,Female,6.82,0,3,0,2,67,Good,Yes,85,71,Placed,924551.0,Amazon,Hyderabad
900,2024,CSE,Female,8.21,0,0,2,0,91,Average,No,77,88,Not Placed,,,
901,2023,CSE,Male,7.29,0,1,2,4,96,Good,No,60,74,Placed,723849.0,Tech Mahindra,Gurugram
902,2021,CSE,Male,7.66,0,0,1,2,63,Good,Yes,84,70,Placed,858967.0,Mphasis,Bangalore
903,2022,CSE,Male,7.48,0,1,2,0,67,Poor,Yes,61,64,Not Placed,,,
904,2023,ME,Male,6.57,0,1,0,2,75,Average,Yes,94,88,Not Placed,,,
905,2023,ECE,Female,7.5,0,0,3,1,91,Poor,No,96,97,Not Placed,,,
906,2022,IT,Female,7.65,3,1,1,0,57,Good,Yes,65,64,Not Placed,,,
907,2022,EE,Male,7.24,0,1,1,3,64,Excellent,Yes,88,84,Placed,660423.0,Amazon,Bangalore
908,2024,ECE,Male,6.99,2,1,1,0,74,Good,No,66,84,Not Placed,,,
909,2023,CSE,Female,8.02,1,1,4,2,43,Excellent,Yes,81,79,Placed,818662.0,Hexaware,Delhi
910,2023,ECE,Male,8.66,1,0,2,4,53,Poor,Yes,66,97,Placed,640455.0,Tech Mahindra,Noida
911,2021,ME,Female,7.31,1,2,3,1,78,Excellent,Yes,67,95,Placed,913213.0,Wipro,Delhi
912,2024,CSE,Male,8.5,1,1,1,1,65,Excellent,Yes,62,61,Placed,913850.0,Tech Mahindra,Bangalore
913,2021,CE,Male,6.09,0,1,1,0,47,Average,Yes,70,74,Not Placed,,,
914,2023,ECE,Male,7.61,0,0,1,0,63,Excellent,Yes,83,71,Not Placed,,,
915,2021,ME,Male,6.32,1,2,2,0,55,Average,No,89,57,Not Placed,,,
916,2023,ECE,Female,6.47,0,3,2,3,59,Excellent,Yes,83,94,Placed,867075.0,Mindtree,Hyderabad
917,2023,CSE,Male,7.28,1,0,2,3,54,Excellent,No,85,90,Placed,666435.0,Mindtree,Pune
918,2021,BioTech,Male,8.15,0,1,1,2,46,Good,Yes,67,80,Placed,651725.0,Cognizant,Bangalore
919,2021,EE,Male,8.17,1,0,4,1,97,Good,Yes,66,64,Not Placed,,,
920,2022,CSE,Male,7.97,0,1,1,3,56,Average,No,56,88,Not Placed,,,
921,2022,IT,Male,6.73,0,0,4,2,61,Good,Yes,87,68,Placed,655581.0,L&T Infotech,Gurugram
922,2022,ECE,Male,7.36,0,1,0,1,61,Average,No,62,62,Placed,631483.0,Cognizant,Gurugram
923,2023,IT,Female,8.01,1,1,2,1,93,Good,No,95,81,Placed,901735.0,Flipkart,Bangalore
924,2021,EE,Male,7.62,2,1,1,0,51,Good,Yes,94,64,Placed,634020.0,Wipro,Bangalore
925,2024,ECE,Male,6.21,0,1,2,3,57,Excellent,Yes,95,69,Placed,727624.0,Capgemini,Chennai
926,2023,CSE,Female,7.18,1,1,2,2,95,Poor,Yes,86,91,Placed,831606.0,Cognizant,Noida
927,2024,CSE,Male,7.76,0,1,2,2,85,Excellent,Yes,92,76,Placed,970639.0,HCL,Mumbai
928,2021,ME,Female,7.63,0,0,2,2,86,Excellent,Yes,82,85,Not Placed,,,
929,2023,CE,Male,5.44,0,0,2,2,54,Good,Yes,69,56,Placed,568113.0,Tech Mahindra,Mumbai
930,2024,CSE,Female,7.69,0,2,2,0,76,Average,Yes,77,85,Placed,844734.0,HCL,Bangalore
931,2024,CSE,Female,7.9,0,0,3,2,55,Poor,Yes,78,68,Placed,788257.0,Tech Mahindra,Noida
932,2022,IT,Female,8.39,0,1,1,3,44,Poor,No,67,64,Placed,742462.0,Flipkart,Hyderabad
933,2022,BioTech,Female,7.75,1,2,2,0,41,Good,No,75,84,Not Placed,,,
934,2022,ME,Male,7.67,1,0,2,4,91,Good,Yes,66,90,Placed,811728.0,HCL,Gurugram
935,2023,CSE,Female,7.24,0,1,1,1,67,Excellent,No,67,94,Placed,898427.0,Ola,Bangalore
936,2021,CSE,Male,6.46,0,1,2,1,96,Average,Yes,93,69,Placed,734630.0,Paytm,Chennai
937,2021,CSE,Male,7.52,0,2,1,2,80,Average,Yes,77,68,Placed,734812.0,Cognizant,Mumbai
938,2022,IT,Male,8.5,0,3,1,3,93,Good,Yes,97,85,Placed,911087.0,Amazon,Bangalore
939,2022,CSE,Male,8.78,0,1,1,1,66,Excellent,Yes,82,83,Placed,837125.0,Mphasis,Chennai
940,2022,ME,Male,7.77,0,0,1,2,70,Excellent,Yes,68,81,Placed,749707.0,Amazon,Pune
941,2024,CSE,Male,8.1,2,1,2,1,80,Excellent,No,71,75,Placed,793880.0,Wipro,Delhi
942,2022,ME,Male,7.5,1,1,2,2,75,Good,No,78,63,Placed,789476.0,Wipro,Bangalore
943,2024,CE,Female,6.76,0,1,4,0,86,Good,Yes,88,74,Placed,765256.0,Hexaware,Gurugram
944,2021,IT,Female,7.71,0,0,2,0,82,Excellent,No,76,89,Placed,949938.0,Infosys,Noida
945,2023,CSE,Male,8.97,0,0,0,0,40,Good,Yes,64,69,Not Placed,,,
946,2023,CSE,Male,7.14,1,2,3,1,89,Average,Yes,62,78,Not Placed,,,
947,2023,CSE,Male,8.93,0,1,3,1,68,Average,No,75,70,Placed,752655.0,Mphasis,Mumbai
948,2023,IT,Male,7.57,0,1,2,2,40,Poor,Yes,91,90,Placed,604569.0,TCS,Delhi
949,2024,IT,Male,8.73,1,1,2,1,47,Good,Yes,61,65,Placed,800063.0,Wipro,Delhi
950,2024,ME,Male,6.07,0,2,4,0,96,Average,Yes,80,62,Placed,708353.0,Tech Mahindra,Hyderabad
951,2022,ME,Male,7.67,0,1,2,0,55,Average,Yes,67,57,Placed,719257.0,Mindtree,Pune
952,2024,CE,Female,6.61,0,0,3,0,97,Average,Yes,70,73,Placed,732809.0,Infosys,Delhi
953,2022,CSE,Male,6.81,0,0,0,1,67,Good,Yes,84,95,Placed,806003.0,Ola,Delhi
954,2022,IT,Male,7.95,0,0,1,0,61,Average,Yes,85,57,Placed,709127.0,Accenture,Gurugram
955,2023,ECE,Male,8.21,0,2,2,1,57,Good,Yes,59,90,Placed,776965.0,Zomato,Pune
956,2024,ECE,Male,6.91,0,1,2,1,61,Poor,Yes,86,79,Placed,695000.0,Cognizant,Hyderabad
957,2024,ME,Male,6.0,0,1,3,2,80,Average,Yes,70,90,Placed,617526.0,Flipkart,Bangalore
958,2022,CSE,Female,7.74,1,1,4,2,51,Good,No,63,65,Placed,730456.0,L&T Infotech,Chennai
959,2022,CSE,Male,7.74,0,1,1,1,58,Average,Yes,76,70,Not Placed,,,
960,2021,EE,Male,7.88,0,2,0,1,64,Average,Yes,94,71,Placed,801153.0,Infosys,Chennai
961,2021,CSE,Female,8.46,1,1,3,1,89,Poor,Yes,91,96,Placed,826706.0,Infosys,Delhi
962,2022,ME,Female,7.15,1,0,2,0,98,Excellent,Yes,68,78,Placed,751676.0,L&T Infotech,Noida
963,2021,CSE,Female,9.1,1,0,1,0,44,Good,Yes,70,71,Placed,767645.0,Ola,Gurugram
964,2021,ECE,Male,7.66,0,1,2,2,98,Average,Yes,97,74,Placed,651253.0,Capgemini,Bangalore
965,2022,CSE,Female,7.56,0,3,2,1,73,Poor,No,74,76,Not Placed,,,
966,2022,ECE,Male,6.37,1,1,3,4,78,Excellent,No,69,60,Placed,679034.0,IBM,Mumbai
967,2024,CE,Male,6.99,1,2,2,1,98,Good,Yes,80,61,Placed,800166.0,Mphasis,Bangalore
968,2022,CSE,Male,7.56,0,2,1,2,49,Good,Yes,63,68,Not Placed,,,
969,2022,ME,Male,7.97,2,0,4,2,86,Good,Yes,55,65,Placed,764645.0,Mindtree,Mumbai
970,2023,ECE,Male,7.82,0,0,2,1,96,Good,Yes,89,66,Not Placed,,,
971,2024,CE,Male,6.26,3,0,2,1,46,Good,Yes,74,59,Not Placed,,,
972,2024,IT,Female,7.92,2,1,1,2,99,Good,No,60,59,Placed,738424.0,HCL,Delhi
973,2024,EE,Female,7.97,1,0,2,3,76,Good,Yes,96,74,Placed,716000.0,Amazon,Noida
974,2023,CSE,Female,8.87,2,1,1,1,86,Poor,No,64,69,Placed,839148.0,Flipkart,Noida
975,2022,CSE,Male,8.42,1,1,1,0,91,Excellent,Yes,87,80,Placed,987468.0,Mindtree,Pune
976,2024,CSE,Female,8.33,0,1,2,1,99,Good,Yes,70,87,Placed,836910.0,Zomato,Gurugram
977,2024,ME,Male,7.25,0,0,1,1,91,Average,Yes,90,84,Placed,615328.0,Mphasis,Mumbai
978,2021,CSE,Female,8.07,0,1,2,3,54,Excellent,Yes,60,78,Placed,987480.0,Wipro,Noida
979,2024,ECE,Male,8.37,0,1,1,2,81,Excellent,No,73,77,Placed,941430.0,Wipro,Noida
980,2022,ME,Female,6.13,1,1,2,0,63,Excellent,Yes,85,63,Placed,785272.0,Accenture,Mumbai
981,2022,ECE,Male,7.26,0,2,1,1,65,Excellent,Yes,56,57,Not Placed,,,
982,2021,EE,Female,6.96,0,0,0,0,65,Excellent,No,72,90,Placed,630523.0,Mindtree,Hyderabad
983,2024,CSE,Female,8.07,0,2,1,3,85,Average,No,96,61,Placed,766333.0,Wipro,Delhi
984,2024,CSE,Male,8.66,2,1,4,3,65,Excellent,No,82,76,Placed,815687.0,L&T Infotech,Mumbai
985,2024,EE,Male,7.08,0,1,3,0,97,Excellent,No,58,68,Placed,754348.0,Flipkart,Noida
986,2023,ECE,Female,5.83,0,1,1,1,49,Average,Yes,55,83,Not Placed,,,
987,2024,CE,Male,6.87,0,1,3,3,56,Poor,No,96,70,Placed,705692.0,Accenture,Gurugram
988,2022,ECE,Female,8.14,1,0,2,0,92,Excellent,No,70,88,Placed,815919.0,Mphasis,Gurugram
989,2022,CSE,Male,8.18,0,1,4,1,53,Average,No,56,64,Placed,863215.0,Infosys,Delhi
990,2023,EE,Male,7.8,1,1,1,1,41,Excellent,No,90,61,Placed,748635.0,Amazon,Mumbai
991,2023,EE,Male,7.3,0,1,2,0,87,Poor,Yes,55,79,Placed,614892.0,Infosys,Hyderabad
992,2024,CE,Male,6.18,0,1,0,0,52,Poor,No,93,81,Placed,582988.0,Hexaware,Delhi
993,2021,CSE,Female,8.16,2,2,1,4,66,Good,Yes,77,69,Placed,918516.0,Paytm,Pune
994,2023,ME,Male,6.53,0,1,4,2,48,Average,Yes,80,86,Placed,626952.0,TCS,Pune
995,2023,ECE,Male,9.03,0,0,2,1,46,Good,Yes,65,82,Placed,723448.0,Flipkart,Bangalore
996,2024,CSE,Male,8.2,0,1,1,1,87,Good,No,96,63,Placed,924484.0,Cognizant,Hyderabad
997,2024,IT,Male,7.39,0,2,1,2,49,Poor,Yes,55,61,Placed,774809.0,Tech Mahindra,Delhi
998,2023,CSE,Female,7.37,0,2,2,1,95,Average,Yes,65,70,Placed,724510.0,Mphasis,Noida
999,2021,BioTech,Female,7.13,0,1,2,1,93,Average,Yes,78,80,Placed,752981.0,Infosys,Pune
1000,2023,ECE,Male,7.33,0,2,1,0,48,Average,No,64,89,Placed,649558.0,Flipkart,Delhi
1001,2024,CSE,Female,8.58,0,0,4,2,61,Good,Yes,68,71,Placed,772183.0,Mphasis,Gurugram
1002,2024,ME,Female,7.35,1,1,0,1,62,Good,No,68,77,Placed,717582.0,Wipro,Pune
1003,2023,IT,Male,7.29,1,2,1,0,46,Poor,No,61,62,Placed,760763.0,Paytm,Delhi
1004,2021,EE,Female,8.82,0,2,3,1,87,Good,Yes,77,56,Placed,825043.0,Hexaware,Delhi
1005,2023,EE,Male,7.53,0,1,1,0,48,Poor,Yes,97,85,Placed,726273.0,Capgemini,Chennai
1006,2023,CE,Male,7.82,0,2,1,4,66,Average,No,76,86,Placed,720691.0,HCL,Bangalore
1007,2024,CE,Female,6.71,0,0,2,2,63,Average,No,90,83,Not Placed,,,
1008,2021,IT,Male,8.05,0,2,3,1,68,Excellent,No,81,57,Placed,900434.0,Accenture,Gurugram
1009,2022,CSE,Female,8.02,0,1,1,1,56,Excellent,Yes,56,62,Not Placed,,,
1010,2021,ECE,Female,6.18,0,0,4,2,59,Excellent,No,93,56,Placed,746358.0,Paytm,Noida
1011,2023,CSE,Male,9.21,0,0,3,1,46,Average,Yes,73,85,Placed,705427.0,Ola,Hyderabad
1012,2023,BioTech,Female,8.23,0,1,1,2,82,Average,Yes,61,91,Placed,715629.0,Capgemini,Mumbai
1013,2023,BioTech,Male,6.88,2,0,2,2,79,Good,No,66,74,Placed,724325.0,Flipkart,Chennai
1014,2021,CSE,Male,7.03,0,1,1,1,46,Good,Yes,57,83,Placed,877595.0,L&T Infotech,Gurugram
1015,2024,CE,Female,7.48,1,0,2,4,67,Excellent,No,59,71,Placed,831419.0,IBM,Hyderabad
1016,2023,IT,Female,7.86,1,0,3,1,58,Average,Yes,62,64,Placed,735333.0,Cognizant,Hyderabad
1017,2023,CSE,Male,8.05,0,1,4,1,59,Poor,No,68,95,Placed,594705.0,Flipkart,Pune
1018,2021,ME,Male,7.35,0,1,1,2,83,Good,Yes,90,76,Placed,768942.0,Flipkart,Hyderabad
1019,2022,IT,Female,8.15,0,1,2,3,78,Excellent,Yes,61,60,Not Placed,,,
